drug_use_freq,grade,sex,bmi,race4,drunk_driving,text_driving,carrying_weapon,suicide_attempt,quit_smoke,physical_fight,early_sex,screening_use,heavy_screen_use,sleeping_time,enough_sleep,smoking_status,binge_drinking,seat_belt,grades_school,smoke_age,alcohol_age,age_initial_alcohol,age_initial_smoking
Heavy Dose,11th Grade,male,35.4198,White,No,No,No,No,No,No,No,2.5,No,8,Yes,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,8 years old or younger,8,15.5
No Drug Use,11th Grade,male,21.4759,White,No,Yes,No,No,Never Smoke,Yes,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
Heavy Dose,11th Grade,male,19.7033,White,No,Yes,No,No,Yes,No,No,1,No,8,Yes,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,11 or 12 years old,11.5,13.5
Light Dose,12th Grade,male,31.8287,White,No,Yes,No,No,No,No,No,5,Yes,7,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,17 years old or older,17.5,15.5
No Drug Use,12th Grade,male,16.9309,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,8,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
Heavy Dose,10th Grade,male,32.5062,All other Races,No,Yes,No,Yes,Never Smoke,No,No,5,Yes,5,No,Never Smoker,Light Binge Drinking,Never or Rarely,Not sure,8 years old or younger,13 or 14 years old,13.5,8
Heavy Dose,10th Grade,male,NA,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,0,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,33.5485,White,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,11th Grade,male,NA,All other Races,Yes,Yes,Yes,Yes,No,Yes,No,0.5,No,4,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,8 years old or younger,11 or 12 years old,11.5,8
Light Dose,11th Grade,male,19.3284,White,No,Yes,No,No,Never Smoke,No,Yes,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
No Drug Use,12th Grade,male,33.7514,All other Races,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
Light Dose,11th Grade,male,20.7581,White,Yes,Yes,No,No,No,No,No,4,No,8,Yes,Light Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly A's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,male,17.5,White,No,No,No,Yes,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,12th Grade,male,NA,White,No,Yes,No,No,Never Smoke,No,No,8,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,12th Grade,male,21.3049,All other Races,No,Yes,No,No,No,No,Yes,0.5,No,8,Yes,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,9 or 10 years old,9.5,15.5
No Drug Use,12th Grade,male,24.4844,White,No,Yes,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,9 or 10 years old,9 or 10 years old,9.5,9.5
No Drug Use,12th Grade,male,19.6319,All other Races,Yes,No,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,11th Grade,male,22.917,White,No,Yes,No,No,Never Smoke,Yes,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,11th Grade,male,34.0669,White,No,Yes,Yes,No,Never Smoke,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,12th Grade,male,19.3284,White,No,Yes,No,No,Yes,No,Yes,5,Yes,7,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,11th Grade,male,21.4746,All other Races,Yes,Yes,No,No,Yes,Yes,No,0,No,7,No,Never Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,11th Grade,male,29.12,All other Races,No,No,No,No,Never Smoke,No,Yes,5,Yes,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
Heavy Dose,11th Grade,male,29.12,All other Races,No,No,No,Yes,Never Smoke,No,No,0,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,15 or 16 years old,15 or 16 years old,15.5,15.5
Light Dose,12th Grade,male,18.6119,White,Yes,Yes,No,No,No,No,No,5,Yes,4,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,male,24.3372,White,No,Yes,No,No,Never Smoke,No,No,3,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,16.9309,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,22.4593,White,No,Yes,No,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,13 or 14 years old,13.5,NA
Light Dose,11th Grade,male,28.125,All other Races,No,Yes,No,No,No,No,No,2.5,No,7,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,male,21.7006,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,11th Grade,male,27.3176,All other Races,Yes,No,No,Yes,No,No,No,0,No,7,No,Light Smoker,Light Binge Drinking,Sometimes,Mostly B's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,male,20.7347,White,No,No,No,No,Never Smoke,No,No,2.5,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,11 or 12 years old,never,NA,11.5
Light Dose,11th Grade,male,21.6728,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,9 or 10 years old,15 or 16 years old,15.5,9.5
No Drug Use,11th Grade,male,28.3516,All other Races,No,Yes,No,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,16.038,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,0.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,22.6177,White,No,No,No,No,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,31.1535,All other Races,No,No,No,No,No,No,No,2,No,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,21.2169,White,No,No,No,No,Yes,No,No,8,Yes,6,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,11th Grade,male,21.0665,White,No,Yes,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,24.7664,White,No,No,No,No,Never Smoke,No,No,10,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,11th Grade,male,20.4048,All other Races,No,No,No,No,Never Smoke,Yes,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,11th Grade,male,20.3171,White,No,Yes,No,Yes,Yes,Yes,No,5,Yes,7,No,Light Smoker,No Binge Drinking,Never or Rarely,Mostly A's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,12th Grade,male,21.2809,White,No,Yes,No,No,Never Smoke,Yes,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,29.6229,White,No,Yes,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,23.6208,White,No,No,No,No,Never Smoke,No,No,1,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,17.2301,White,No,No,No,No,Never Smoke,Yes,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,11th Grade,male,27.4024,All other Races,No,No,No,Yes,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,NA,White,No,Yes,No,No,Never Smoke,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,24.3832,All other Races,No,Yes,No,No,No,No,No,2.5,No,6,No,Never Smoker,Light Binge Drinking,Sometimes,Mostly A's,never,8 years old or younger,8,NA
No Drug Use,10th Grade,male,20.4618,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,18.9615,Black or African American,No,No,No,No,Never Smoke,No,Yes,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,28.6327,Hispanic/Latino,No,No,No,No,Never Smoke,Yes,No,0,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,male,20.8264,All other Races,No,Yes,No,Yes,Never Smoke,No,No,3,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,11th Grade,male,21.6166,White,No,Yes,No,No,Never Smoke,No,No,0,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Heavy Dose,11th Grade,male,22.7537,All other Races,No,Yes,No,No,No,No,No,0,No,8,Yes,Light Smoker,Light Binge Drinking,Sometimes,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,11th Grade,male,26.4866,White,No,No,No,No,Never Smoke,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,19.5527,All other Races,No,No,No,No,Never Smoke,No,No,10,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,8 years old or younger,never,NA,8
No Drug Use,12th Grade,male,36.2873,All other Races,Yes,Yes,No,No,Yes,No,No,4,No,4,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,13 or 14 years old,9 or 10 years old,9.5,13.5
Light Dose,11th Grade,male,20.8576,Black or African American,Yes,Yes,No,No,Never Smoke,No,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,8 years old or younger,8,13.5
No Drug Use,11th Grade,male,20.0918,White,No,No,No,No,Never Smoke,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,8 years old or younger,11 or 12 years old,11.5,8
No Drug Use,11th Grade,male,31.8287,Hispanic/Latino,Yes,Yes,No,No,Never Smoke,No,No,4,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,NA,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,4,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,12th Grade,male,19.8802,White,No,No,No,Yes,No,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,17 years old or older,15 or 16 years old,15.5,17.5
No Drug Use,12th Grade,male,18.9615,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,15 or 16 years old,15.5,13.5
No Drug Use,12th Grade,male,20.4048,White,No,No,No,Yes,No,Yes,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,12th Grade,male,23.6996,All other Races,No,No,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,19.3284,White,No,No,No,No,Never Smoke,No,No,2,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Heavy Dose,11th Grade,male,25.4829,Hispanic/Latino,Yes,Yes,No,No,No,Yes,Yes,10,Yes,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,17 years old or older,15 or 16 years old,15.5,17.5
Light Dose,10th Grade,male,27.1998,Hispanic/Latino,No,Yes,No,No,No,Yes,No,2,No,10,Yes,Never Smoker,Light Binge Drinking,Sometimes,Mostly A's,8 years old or younger,15 or 16 years old,15.5,8
No Drug Use,12th Grade,male,24.1579,White,Yes,Yes,No,No,Never Smoke,No,No,0.5,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,23.5433,White,No,No,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Heavy Dose,11th Grade,male,22.2872,Hispanic/Latino,No,Yes,Yes,Yes,Never Smoke,No,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
No Drug Use,12th Grade,male,27.2812,White,No,No,No,No,Yes,No,No,2,No,4,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,17 years old or older,never,NA,17.5
No Drug Use,12th Grade,male,26.6817,White,No,Yes,No,No,Yes,No,No,2,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,12th Grade,male,30.2139,White,No,Yes,No,No,Yes,No,No,1.5,No,6,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,17 years old or older,15 or 16 years old,15.5,17.5
No Drug Use,11th Grade,male,24.9175,All other Races,No,No,No,No,Never Smoke,No,Yes,1.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Light Dose,12th Grade,male,24.3287,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,12th Grade,male,29.4012,All other Races,No,No,No,No,Never Smoke,No,No,5,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,12th Grade,male,21.2067,Hispanic/Latino,No,No,No,No,Never Smoke,Yes,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,15 or 16 years old,never,NA,15.5
No Drug Use,12th Grade,male,24.5201,All other Races,No,No,No,No,No,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,23.359,All other Races,No,Yes,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,12th Grade,male,25.0318,Hispanic/Latino,Yes,No,No,No,Yes,Yes,Yes,9,Yes,4,No,Light Smoker,Light Binge Drinking,Never or Rarely,Mostly C's,13 or 14 years old,11 or 12 years old,11.5,13.5
No Drug Use,11th Grade,male,39.2676,All other Races,No,Yes,No,No,Never Smoke,No,No,6,Yes,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
Light Dose,11th Grade,male,22.4012,White,No,Yes,No,No,Yes,No,No,0,No,8,Yes,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,17 years old or older,17 years old or older,17.5,17.5
Heavy Dose,10th Grade,male,23.2555,All other Races,No,No,No,No,No,No,Yes,5,Yes,5,No,Light Smoker,No Binge Drinking,Sometimes,Mostly C's,9 or 10 years old,9 or 10 years old,9.5,9.5
Light Dose,12th Grade,male,29.7978,White,No,No,No,No,Yes,No,No,3,No,8,Yes,Heavy Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,17 years old or older,17.5,15.5
No Drug Use,11th Grade,male,22.4012,White,Yes,No,No,No,No,No,Yes,10,Yes,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,13 or 14 years old,13 or 14 years old,13.5,13.5
Light Dose,12th Grade,male,21.5303,All other Races,No,Yes,No,No,Yes,Yes,No,9,Yes,5,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly Below C's,13 or 14 years old,11 or 12 years old,11.5,13.5
Light Dose,11th Grade,male,27.2994,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,0.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,12th Grade,male,20.4048,Hispanic/Latino,No,Yes,No,No,Never Smoke,Yes,No,3.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,17 years old or older,never,NA,17.5
Light Dose,12th Grade,male,22.9075,All other Races,No,No,No,No,Never Smoke,No,No,2,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
Heavy Dose,11th Grade,male,26.6817,Hispanic/Latino,No,Yes,Yes,Yes,Yes,No,Yes,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,12th Grade,male,21.2617,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,0.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Light Dose,11th Grade,male,32.1001,White,No,Yes,No,No,Never Smoke,No,Yes,7,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
Light Dose,11th Grade,male,21.817,All other Races,No,Yes,No,No,No,No,No,3,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,17 years old or older,17.5,11.5
No Drug Use,12th Grade,male,19.5988,White,Yes,Yes,Yes,No,No,Yes,No,0,No,4,No,Heavy Smoker,Light Binge Drinking,Never or Rarely,Mostly Below C's,15 or 16 years old,15 or 16 years old,15.5,15.5
Heavy Dose,12th Grade,male,36.2985,White,Yes,Yes,No,No,No,Yes,No,4.5,No,5,No,Light Smoker,Heavy Binge Drinking,Never or Rarely,Mostly B's,13 or 14 years old,13 or 14 years old,13.5,13.5
No Drug Use,11th Grade,male,37.1312,White,No,No,No,No,Never Smoke,Yes,No,5.5,Yes,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,13 or 14 years old,13.5,NA
No Drug Use,11th Grade,male,25.0709,Hispanic/Latino,Yes,No,No,No,Never Smoke,No,No,0,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
Light Dose,12th Grade,male,22.9584,White,No,Yes,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,13 or 14 years old,never,NA,13.5
No Drug Use,11th Grade,male,NA,White,No,No,No,No,Never Smoke,No,No,5,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,9 or 10 years old,17 years old or older,17.5,9.5
Light Dose,12th Grade,male,19.3284,White,No,Yes,No,No,No,No,No,3,No,8,Yes,Never Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,12th Grade,male,26.6817,All other Races,No,Yes,No,Yes,Never Smoke,No,No,4,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,12th Grade,male,20.3289,White,No,No,No,No,Never Smoke,No,No,0.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,12th Grade,male,23.7438,White,No,No,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,11 or 12 years old,11.5,NA
Heavy Dose,12th Grade,male,25.0537,All other Races,No,Yes,No,No,No,No,No,4,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,15 or 16 years old,15.5,15.5
Light Dose,11th Grade,male,21.108,White,No,No,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,15 or 16 years old,15.5,15.5
Heavy Dose,12th Grade,male,24.3811,White,Yes,Yes,Yes,Yes,No,Yes,Yes,4,No,7,No,Light Smoker,Heavy Binge Drinking,Sometimes,Mostly B's,11 or 12 years old,13 or 14 years old,13.5,11.5
Heavy Dose,12th Grade,male,25.6677,White,No,Yes,No,Yes,Never Smoke,No,No,5.5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,13 or 14 years old,13.5,NA
